employee_id,full_name,date_of_birth,gender_identity,work_email,phone_number,home_address_city,home_address_state_ut,home_address_pin_code,hire_date,employment_status,employment_type,department,job_title,manager_employee_id,employee_aadhaar_hash,employee_pan_hash,employee_upi_vpa,employee_epfo_uan_hash,employee_esic_ip_number_hash,company_id,company_legal_name,company_trade_name,company_hq_state_ut,company_industry_nic_code,company_primary_operating_state_ut,company_operating_states_ut_list,company_operating_states_ut_count,company_state_focus_flag,company_state_focus_notes
EMPIN00006072,Vihaan Reddy,1965-07-07,Male,vihaan.reddy.empin00006072@india9749.in,+91-6951518162,City_GJ_39,GJ,758383,2015-07-17,Active,Full-time,Engineering,Security Analyst,EMPIN00006021,e0fd6431079e4591,202f0b0a42ea9e68,vihaan2688@okyesbank,06a0a761af9edfe5,b6c9482040cd12be,CMPIN00303,India9749 Limited,India9749,BR,52211,GJ,LA;HP;AP;KL;PB;JK;WB;GJ;UK;MP;MZ;SK,12,N,Multi-region footprint
EMPIN00006073,Ayaan Chaudhary,1965-12-09,Female,ayaan.chaudhary.empin00006073@india8269.in,+91-8737577760,City_GJ_390,GJ,272320,2014-12-08,Active,Full-time,Legal,Business Analyst,EMPIN00006024,189f10064e6fbf69,6158d970c57dcd76,ayaan5213@oksbi,0d45a1ee8a257eda,d3738a05a09afd48,CMPIN00243,India8269 Limited,India8269,DL,56101,GJ,DL;LD;MN;HR;SK;ML;TN;MP;MH;TR;GJ;AP;OD;KA,14,N,Multi-region footprint
EMPIN00006074,Anmol Khan,2001-12-20,Self-describe,anmol.khan.empin00006074@india9582.in,+91-7059545787,City_GJ_379,GJ,427237,2024-11-20,Active,Full-time,Operations,Business Analyst,EMPIN00006008,9ae959859794f731,66a34531374b25e9,anmol287@oksbi,82748ed1cd2a1927,9eb5aeb052e3ac77,CMPIN00229,India9582 Limited,India9582,UK,49300,AP,DN;KL;AP;KA;GJ;RJ;OD;HP;GA;MH;MP;NL;TN;CG;LA,15,N,Multi-region footprint
EMPIN00006075,Ira Qureshi,1997-12-22,Non-binary,ira.qureshi.empin00006075@india9838.in,+91-7880285312,City_GJ_128,GJ,315975,2022-06-27,Active,Full-time,HR,QA Engineer,EMPIN00006007,a52c5d776459c394,ef92a18165ddcfd6,ira530@okicici,c0184a238a099942,040fcb96053b5eed,CMPIN00209,India9838 Limited,India9838,TS,52211,HR,HR;AS;GJ;RJ,4,Y,Focused operations in HR
EMPIN00006076,Saanvi Kumar,1977-05-25,Female,saanvi.kumar.empin00006076@india337.in,+91-7790396278,City_GJ_132,GJ,121445,2010-03-25,Active,Full-time,Sales,Operations Manager,EMPIN00006024,c6a698b70983ab5c,b0eda8a5d47bf34d,saanvi1245@okyesbank,2841fe63a5d591ed,a8d8a2f39e8b18f2,CMPIN00259,India337 Limited,India337,JK,62011,JK,GJ;JK;AP;AR;LD;LA;PY;KL,8,N,Multi-region footprint
EMPIN00006077,Aditya Malhotra,2002-05-23,Male,aditya.malhotra.empin00006077@india2915.in,+91-8158372430,City_GJ_121,GJ,543096,2018-03-07,Active,Full-time,Engineering,Product Manager,EMPIN00006017,cbf0a779b44642a4,dfd2ae7a6cb6ebd7,aditya7191@oksbi,6c87b3ab66dc9117,8499fc306a85f937,CMPIN00260,India2915 Limited,India2915,AR,56101,UP,GJ;SK;LA;LD;UP;KL;BR;RJ,8,N,Multi-region footprint
EMPIN00006078,Isha Patel,1987-05-13,Prefer not to say,isha.patel.empin00006078@india9234.in,+91-8980370469,City_GJ_369,GJ,296341,2025-08-13,Active,Full-time,Customer Support,Senior Data Analyst,EMPIN00006012,6c3b77406bfc300f,b8022d881359694f,isha526@okyesbank,eaffc7f13a1ea874,fb8e45392575906c,CMPIN00277,India9234 Limited,India9234,OD,61100,JH,GJ;NL;ML;WB;KA;HP;DN;JH,8,N,Multi-region footprint
EMPIN00006079,Rahul Ali,1993-09-12,Female,rahul.ali.empin00006079@india3780.in,+91-9776005706,City_GJ_30,GJ,958798,2020-04-24,Leave,Contractor,Product,Business Analyst,EMPIN00006004,46f3c838897bb27d,1bb7b3f84e89514c,rahul404@paytm,97d67ff44e3024db,d643291279637a8b,CMPIN00283,India3780 Limited,India3780,RJ,49300,AS,PB;AS;UK;CH;LD;GJ;JK;KL;CG;HR,10,N,Multi-region footprint
EMPIN00006080,Siddharth Saxena,1982-10-24,Male,siddharth.saxena.empin00006080@india9769.in,+91-9625885013,City_GJ_80,GJ,989412,2023-09-26,Leave,Full-time,Marketing,Data Engineer,EMPIN00006005,3ef0ecea9190adc0,89c0c8848617175b,siddharth100@upi,337d1ec58b7930ac,372fbe0ed5eab805,CMPIN00287,India9769 Limited,India9769,CG,62012,UK,GJ;GA;MH;UK,4,Y,Focused operations in UK
EMPIN00006081,Vivaan Kumar,1971-04-06,Prefer not to say,vivaan.kumar.empin00006081@india2424.in,+91-9377267101,City_GJ_6,GJ,967408,2012-01-01,Terminated,Contractor,Marketing,Software Engineer,EMPIN00006017,c8acc6db016bbd3f,b04a1044f72c2d50,vivaan5222@upi,29ee062698e66a9e,fc4534e7a3c86bb8,CMPIN00179,India2424 Limited,India2424,JK,49300,RJ,GJ;PB;RJ;TS;MH;CH;PY;TN;TR;LA,10,N,Multi-region footprint
EMPIN00006082,Siddharth Malhotra,1984-08-26,Male,siddharth.malhotra.empin00006082@india3522.in,+91-8348847442,City_GJ_378,GJ,555059,2025-11-06,Active,Full-time,Sales,HR Specialist,EMPIN00006025,d196c4cf4ed9c8aa,f7ea01c24c5bbf94,siddharth3739@okyesbank,b27639a62233f4c3,cd3e07c2974df9fb,CMPIN00162,India3522 Limited,India3522,CH,61100,MZ,AR;UP;GJ;KL;TN;KA;LA;OD;MZ;TS;GA;ML;PY;LD,14,N,Multi-region footprint
EMPIN00006083,Kavya Bose,1967-09-03,Female,kavya.bose.empin00006083@india9509.in,+91-8395607007,City_GJ_261,GJ,467469,2020-02-15,Active,Full-time,Engineering,Security Analyst,EMPIN00006012,c2a0f24ef3437a7a,4d967ac6596f55ae,kavya7575@okaxis,d6c0162701696620,2aff7eeba3c06da3,CMPIN00206,India9509 Limited,India9509,AS,62011,JK,JK;AP;HP;GA;GJ;BR;AR;MP;KA;HR,10,N,Multi-region footprint
EMPIN00006084,Kiara Das,1991-08-18,Non-binary,kiara.das.empin00006084@india8169.in,+91-9680020007,City_GJ_142,GJ,598297,2025-08-03,Active,Full-time,Marketing,Product Manager,EMPIN00006001,9ce55d1c8569edf3,4d383fef097ca319,kiara8613@okhdfcbank,842009db125ce7ba,e024f6b1d9cbe597,CMPIN00172,India8169 Limited,India8169,TN,70200,NL,GA;JK;NL;KL;DL;PB;WB;CG;CH;DN;PY;UP;GJ,13,N,Multi-region footprint
EMPIN00006085,Arjun Reddy,1959-12-13,Self-describe,arjun.reddy.empin00006085@india3303.in,+91-6931811606,City_GJ_223,GJ,209699,2011-03-29,Active,Full-time,Engineering,Product Manager,EMPIN00006016,bba53b81fc60c897,d8afce7d5f952f9a,arjun8357@ibl,0774d6ded4820eb1,43208af5527e2f2c,CMPIN00241,India3303 Limited,India3303,OD,49300,UP,UK;AR;PY;AN;DN;TS;UP;LA;TN;MN;KL;GA;GJ;JK,14,N,Multi-region footprint
EMPIN00006086,Isha Gupta,1966-07-21,Male,isha.gupta.empin00006086@india7670.in,+91-6984921533,City_GJ_329,GJ,679393,2017-09-16,Active,Full-time,HR,Product Manager,EMPIN00006008,cf84853756301a51,86417b945e79e694,isha1333@paytm,13889adaa93d1418,7ba99ac00906e8ff,CMPIN00312,India7670 Limited,India7670,HR,47110,GA,AR;GJ;KA;AP;RJ;JH;BR;TS;HR;AN;CH;GA;MN;UP;TR,15,N,Multi-region footprint
EMPIN00006087,Ayaan Mahajan,1982-06-10,Non-binary,ayaan.mahajan.empin00006087@india5469.in,+91-7226462026,City_GJ_364,GJ,424235,2011-12-31,Leave,Full-time,Finance,Business Analyst,EMPIN00006012,315a1100da676f7f,4db681376b7adc27,ayaan1720@paytm,7c1880038dfa9f2c,72912ee943f6e7e5,CMPIN00295,India5469 Limited,India5469,KL,30110,LD,TN;MN;JH;RJ;UP;WB;GJ;MH;PB;LD;GA;JK;KA;AR,14,N,Multi-region footprint
EMPIN00006088,Kiara Rao,1977-01-02,Female,kiara.rao.empin00006088@india8005.in,+91-9096247100,City_GJ_69,GJ,348399,2018-08-31,Active,Full-time,Data,HR Specialist,EMPIN00006022,80d898e0ef8c8eff,4f6594f86cd0a0a8,kiara5217@oksbi,f86cb49e40058c06,99b78581b807a2b2,CMPIN00151,India8005 Limited,India8005,WB,56101,AS,TR;KL;MZ;AS;MH;TS;GA;OD;AN;MP;ML;RJ;GJ;DL,14,N,Multi-region footprint
EMPIN00006089,Aditya Khan,1965-09-26,Male,aditya.khan.empin00006089@india9686.in,+91-8323613036,City_GJ_241,GJ,760651,2014-10-20,Active,Full-time,Sales,Customer Support Specialist,EMPIN00006017,6eefb9869a0ebd17,24fd7d0d79f94854,aditya6332@ibl,9d0092efeb6324aa,aca1c7a0577aa84b,CMPIN00309,India9686 Limited,India9686,LD,63111,DN,SK;CG;HP;BR;ML;GJ;DN;PB;MH;RJ;TS;MN,12,N,Multi-region footprint
EMPIN00006090,Arjun Jain,2004-09-02,Male,arjun.jain.empin00006090@gjworks882.in,+91-7625025631,City_GJ_300,GJ,178408,2016-07-12,Active,Part-time,Marketing,Operations Manager,EMPIN00006015,49a3dadee7eabf5f,dd671931fc6474c5,arjun5754@okhdfcbank,8e2ac9863ea7ddfb,1b83cba0edecab51,CMPIN00027,GJWorks882 Private Limited,GJWorks882,GJ,80100,GJ,GJ,1,Y,Focused operations in GJ
EMPIN00006091,Arjun Mahajan,1965-03-06,Female,arjun.mahajan.empin00006091@india5363.in,+91-7019616483,City_GJ_297,GJ,412485,2025-06-14,Active,Full-time,Marketing,HR Specialist,EMPIN00006010,4e29b039e21e0c47,f1658b009995bbae,arjun7512@okaxis,0f33c182e43e7644,70695775d5381ae4,CMPIN00263,India5363 Limited,India5363,TS,47110,TS,NL;KL;LA;UP;LD;PB;GJ;AS;SK;CH;HP;TS;GA;KA,14,N,Multi-region footprint
EMPIN00006092,Kavya Patel,1981-10-21,Self-describe,kavya.patel.empin00006092@india8990.in,+91-7431244983,City_GJ_96,GJ,833596,2017-05-25,Active,Full-time,Data,Business Analyst,EMPIN00006022,001b736bc3cd3ad8,159cef3cf43c39e1,kavya4706@upi,b37092b854f23d5a,87924c480561b53d,CMPIN00265,India8990 Limited,India8990,HR,86101,CG,GJ;OD;MH;AP;HP;SK;CG;HR;MP;TN;RJ;TS;JK,13,N,Multi-region footprint
EMPIN00006093,Isha Verma,1968-02-10,Prefer not to say,isha.verma.empin00006093@india9944.in,+91-9981465966,City_GJ_161,GJ,989665,2024-02-07,Active,Full-time,Operations,Operations Manager,EMPIN00006020,417bdf4e3616542f,eefb35fe83a82049,isha4122@okicici,a37dbcc03e900741,663439870b766084,CMPIN00161,India9944 Limited,India9944,BR,86101,OD,MH;RJ;ML;OD;GJ;PB;UK;AP;CG,9,N,Multi-region footprint
EMPIN00006094,Rohan Bose,1984-12-17,Female,rohan.bose.empin00006094@india6051.in,+91-8510173601,City_GJ_5,GJ,360772,2015-05-07,Active,Full-time,Product,Operations Manager,EMPIN00006006,9e162596bbceb235,7970d29418105ff1,rohan1572@upi,3cfa16f1e2fd2393,0138cb15e6a50c85,CMPIN00297,India6051 Limited,India6051,RJ,80100,DL,KL;CG;JK;NL;PY;TS;AN;DL;GJ;GA;TR;TN;AP;LA,14,N,Multi-region footprint
EMPIN00006095,Vikram Shetty,2005-03-08,Self-describe,vikram.shetty.empin00006095@india9509.in,+91-6848235492,City_GJ_59,GJ,811682,2020-11-25,Active,Contractor,Legal,Sales Development Rep,EMPIN00006017,d31928c41ed53819,11d101ced4a7b050,vikram8065@oksbi,d80506172b72951d,62a6d5a8544ecb9c,CMPIN00206,India9509 Limited,India9509,AS,62011,JK,JK;AP;HP;GA;GJ;BR;AR;MP;KA;HR,10,N,Multi-region footprint
EMPIN00006096,Arjun Chaudhary,1995-11-17,Non-binary,arjun.chaudhary.empin00006096@india9838.in,+91-7388544477,City_GJ_99,GJ,656264,2013-09-16,Active,Full-time,Marketing,Data Analyst,EMPIN00006015,ed16690c0983b97c,97aa4a230c2a3cfb,arjun2515@okyesbank,2f738a40d314f0fe,e0c338ee8c5b2df4,CMPIN00209,India9838 Limited,India9838,TS,52211,HR,HR;AS;GJ;RJ,4,Y,Focused operations in HR
EMPIN00006097,Karan Malhotra,1971-12-31,Female,karan.malhotra.empin00006097@india1746.in,+91-7033288455,City_GJ_379,GJ,725672,2012-01-03,Active,Contractor,Engineering,Data Analyst,EMPIN00006019,dac5738044ddbeb7,0902b7e92ced745f,karan7392@ibl,5d57d922e795786d,76b0f5c792908b50,CMPIN00149,India1746 Limited,India1746,WB,80100,GJ,TR;GJ;GA;HR;WB;UP;LD;JK;PY,9,N,Multi-region footprint
EMPIN00006098,Ayaan Banerjee,1981-02-04,Male,ayaan.banerjee.empin00006098@india4448.in,+91-7648859805,City_GJ_270,GJ,156467,2014-12-24,Active,Full-time,Product,QA Engineer,EMPIN00006030,4cf23561da077e4e,e6bef44c4ebdd6dc,ayaan964@okyesbank,f70f9686ef1bf316,4e3484f7aede68ab,CMPIN00225,India4448 Limited,India4448,AN,30110,GA,BR;DN;TS;MZ;GA;AP;RJ;GJ,8,N,Multi-region footprint
EMPIN00006099,Ishaan Chatterjee,1984-05-07,Prefer not to say,ishaan.chatterjee.empin00006099@india8269.in,+91-9515496028,City_GJ_161,GJ,915527,2021-05-10,Active,Full-time,Security,IT Support Analyst,EMPIN00006011,ed80b0c4a0514aa5,9d0f64b328b9fbf1,ishaan216@okicici,ab74be9e29af43f9,4b943dde1930a7d4,CMPIN00243,India8269 Limited,India8269,DL,56101,GJ,DL;LD;MN;HR;SK;ML;TN;MP;MH;TR;GJ;AP;OD;KA,14,N,Multi-region footprint
EMPIN00006100,Sai Das,1968-04-29,Female,sai.das.empin00006100@india9920.in,+91-7213280124,City_GJ_349,GJ,905175,2023-11-02,Active,Full-time,Product,Customer Support Specialist,EMPIN00006013,8d76e12091234acd,48d974c6f2b34efc,sai7950@ibl,0f5af7ebd617eb3b,8a6887e620002f30,CMPIN00311,India9920 Limited,India9920,AP,62011,MH,TS;GJ;MH;KL;JH;PB;HP;SK;PY,9,N,Multi-region footprint
EMPIN00006101,Tanvi Chatterjee,1963-07-01,Non-binary,tanvi.chatterjee.empin00006101@india7175.in,+91-9090402444,City_GJ_16,GJ,961977,2014-01-25,Terminated,Full-time,Engineering,HR Specialist,EMPIN00006009,64b5a3b03cb11297,ecf850edc1eb49e0,tanvi5646@okyesbank,4baee171ec67379a,a8b0f8a08e49414c,CMPIN00190,India7175 Limited,India7175,SK,61100,LD,DN;LA;MN;GJ;OD;HP;AP;MH;LD;MP;DL,11,N,Multi-region footprint
EMPIN00006102,Meera Qureshi,1961-07-12,Non-binary,meera.qureshi.empin00006102@india4052.in,+91-8895375236,City_GJ_289,GJ,233917,2023-03-21,Active,Part-time,Legal,Data Analyst,EMPIN00006001,a8c35e186c22a33d,aa0f1cd944daf7a9,meera5986@ibl,ed144ceb79075bb0,a5bfd55aea94a1d6,CMPIN00214,India4052 Limited,India4052,SK,41001,HR,GJ;GA;MN;HR;AR;LD;ML;PY;CH;DL;MH;UK,12,N,Multi-region footprint
EMPIN00006103,Reyansh Singh,1959-06-09,Self-describe,reyansh.singh.empin00006103@india4052.in,+91-6442854018,City_GJ_287,GJ,869823,2011-09-02,Active,Full-time,IT,Data Engineer,EMPIN00006010,34d71a3ada791653,e2064710febd9da3,reyansh5610@okicici,9425012651c8ae2b,9a865cba88a72b7f,CMPIN00214,India4052 Limited,India4052,SK,41001,HR,GJ;GA;MN;HR;AR;LD;ML;PY;CH;DL;MH;UK,12,N,Multi-region footprint
EMPIN00006104,Aarohi Ali,1983-05-15,Male,aarohi.ali.empin00006104@india4192.in,+91-7019088401,City_GJ_186,GJ,663040,2012-01-30,Active,Full-time,Customer Support,Financial Analyst,EMPIN00006012,28e60d68d874fd5f,94ef49e1f87561a7,aarohi511@paytm,4183201462caf15f,b45044e06ef9324c,CMPIN00211,India4192 Limited,India4192,AS,62011,MH,DL;PB;LD;TR;CG;AR;BR;TN;GJ;MZ;KA;DN;MH;CH;UP,15,N,Multi-region footprint
EMPIN00006105,Ishaan Rao,1957-02-17,Self-describe,ishaan.rao.empin00006105@india9920.in,+91-8590183601,City_GJ_55,GJ,371688,2012-01-12,Active,Part-time,Customer Support,Customer Support Specialist,EMPIN00006004,1b8bc0749ad7fd05,05b45d3b0341f999,ishaan6228@upi,65954f763fbd11cd,390c42ae14b1ad13,CMPIN00311,India9920 Limited,India9920,AP,62011,MH,TS;GJ;MH;KL;JH;PB;HP;SK;PY,9,N,Multi-region footprint
EMPIN00006106,Aarav Bose,1979-12-12,Non-binary,aarav.bose.empin00006106@india9838.in,+91-6436970311,City_GJ_47,GJ,419271,2018-03-06,Active,Full-time,IT,QA Engineer,EMPIN00006020,76c26fe3f4de54c7,839fdf53d6ed8736,aarav9203@okhdfcbank,d741b7e73e60a474,afc66b402e847f4d,CMPIN00209,India9838 Limited,India9838,TS,52211,HR,HR;AS;GJ;RJ,4,Y,Focused operations in HR
EMPIN00006107,Ira Iyer,1956-03-08,Male,ira.iyer.empin00006107@india9686.in,+91-9951095398,City_GJ_124,GJ,779730,2022-07-23,Active,Full-time,Security,Software Engineer,EMPIN00006028,a81d2d104e388441,9b8dfc375d81aa81,ira6265@okhdfcbank,d78e69e2bc99410e,e10b02d195869bbc,CMPIN00309,India9686 Limited,India9686,LD,63111,DN,SK;CG;HP;BR;ML;GJ;DN;PB;MH;RJ;TS;MN,12,N,Multi-region footprint
EMPIN00006108,Isha Khan,1957-04-30,Prefer not to say,isha.khan.empin00006108@india337.in,+91-6520397021,City_GJ_260,GJ,847009,2020-03-09,Active,Full-time,Data,IT Support Analyst,EMPIN00006005,aaff37d4ec7d6ba7,eb6841d48651a771,isha2406@paytm,0388a0c4c4fcb40a,731f91139ab2f144,CMPIN00259,India337 Limited,India337,JK,62011,JK,GJ;JK;AP;AR;LD;LA;PY;KL,8,N,Multi-region footprint
EMPIN00006109,Reyansh Hussain,1997-07-13,Male,reyansh.hussain.empin00006109@india8243.in,+91-7781460284,City_GJ_123,GJ,467915,2020-02-17,Active,Full-time,Data,Operations Manager,EMPIN00006001,ccb329169ac3124a,9ba10a8a65a7ade1,reyansh1054@oksbi,3edb685c6f05a93d,9007e9e580228e02,CMPIN00226,India8243 Limited,India8243,MP,30110,PB,UP;JK;PY;ML;TR;MH;KA;UK;GJ;HP;SK;NL;CH;PB;HR,15,N,Multi-region footprint
EMPIN00006110,Diya Das,1965-08-19,Non-binary,diya.das.empin00006110@india8005.in,+91-6706337009,City_GJ_298,GJ,447784,2012-10-11,Active,Full-time,Finance,IT Support Analyst,EMPIN00006018,fb11a6b037f5f94f,5d0f1d33eec958dc,diya127@oksbi,c1a5cdd76fa8a7b8,bc462d94ec64625a,CMPIN00151,India8005 Limited,India8005,WB,56101,AS,TR;KL;MZ;AS;MH;TS;GA;OD;AN;MP;ML;RJ;GJ;DL,14,N,Multi-region footprint
EMPIN00006111,Vihaan Mahajan,2004-05-11,Non-binary,vihaan.mahajan.empin00006111@india7670.in,+91-6293062282,City_GJ_163,GJ,341913,2023-10-25,Active,Full-time,Finance,Marketing Analyst,EMPIN00006015,5ae804d6cd3845dc,3ef2011db093620a,vihaan9459@okicici,e99db44ad7b79909,b09a7be19ea13661,CMPIN00312,India7670 Limited,India7670,HR,47110,GA,AR;GJ;KA;AP;RJ;JH;BR;TS;HR;AN;CH;GA;MN;UP;TR,15,N,Multi-region footprint
EMPIN00006112,Arnav Sharma,1991-12-18,Self-describe,arnav.sharma.empin00006112@india337.in,+91-9720423843,City_GJ_61,GJ,914238,2015-06-26,Active,Full-time,Customer Support,Product Manager,EMPIN00006005,9f9d6eede9037ca0,cd00c9290023105e,arnav3840@okicici,046076c14f1f11de,1e98f664f7902c22,CMPIN00259,India337 Limited,India337,JK,62011,JK,GJ;JK;AP;AR;LD;LA;PY;KL,8,N,Multi-region footprint
EMPIN00006113,Siddharth Chatterjee,1967-04-30,Female,siddharth.chatterjee.empin00006113@india3522.in,+91-6035376765,City_GJ_336,GJ,631891,2014-01-22,Active,Part-time,Data,QA Engineer,EMPIN00006017,da890509f8ec0880,2d740b2c1a868a9f,siddharth7232@okyesbank,ef44fbf720260a5e,3b56ac4a2caf7f30,CMPIN00162,India3522 Limited,India3522,CH,61100,MZ,AR;UP;GJ;KL;TN;KA;LA;OD;MZ;TS;GA;ML;PY;LD,14,N,Multi-region footprint
EMPIN00006114,Saanvi Saxena,1957-01-03,Self-describe,saanvi.saxena.empin00006114@india9769.in,+91-6481379728,City_GJ_158,GJ,482395,2020-07-20,Terminated,Full-time,Data,Business Analyst,EMPIN00006009,916d349bfd5d86f3,1ae758f6123bd162,saanvi7962@oksbi,9d2dfdc5264420be,83ac6c1d9c031967,CMPIN00287,India9769 Limited,India9769,CG,62012,UK,GJ;GA;MH;UK,4,Y,Focused operations in UK
EMPIN00006115,Tanvi Das,1981-07-15,Non-binary,tanvi.das.empin00006115@india4052.in,+91-9739737712,City_GJ_359,GJ,319811,2019-10-23,Active,Contractor,Product,Financial Analyst,EMPIN00006004,94134bd3f34fc60f,d5372c5451bc2ece,tanvi3737@oksbi,036a170b7ad31fb8,5d9baff7b52a0828,CMPIN00214,India4052 Limited,India4052,SK,41001,HR,GJ;GA;MN;HR;AR;LD;ML;PY;CH;DL;MH;UK,12,N,Multi-region footprint
EMPIN00006116,Arnav Singh,2000-01-28,Self-describe,arnav.singh.empin00006116@india1746.in,+91-6877665187,City_GJ_278,GJ,809802,2015-04-17,Active,Full-time,Customer Support,IT Support Analyst,EMPIN00006017,2607fa1706d66ea7,8c3d456cfe8da24e,arnav5889@ibl,9ef804535c17df48,ecac60c92535c57d,CMPIN00149,India1746 Limited,India1746,WB,80100,GJ,TR;GJ;GA;HR;WB;UP;LD;JK;PY,9,N,Multi-region footprint
EMPIN00006117,Aditya Gupta,1973-08-14,Self-describe,aditya.gupta.empin00006117@india5363.in,+91-9563604739,City_GJ_342,GJ,338098,2020-02-18,Active,Full-time,Finance,Account Executive,EMPIN00006009,155515244ac113de,6e4944978a400950,aditya434@okyesbank,ecd7684981d601b3,a33fbdc277740665,CMPIN00263,India5363 Limited,India5363,TS,47110,TS,NL;KL;LA;UP;LD;PB;GJ;AS;SK;CH;HP;TS;GA;KA,14,N,Multi-region footprint
EMPIN00006118,Ishaan Hussain,1982-05-23,Female,ishaan.hussain.empin00006118@india4719.in,+91-8772093757,City_GJ_184,GJ,500484,2011-08-03,Active,Temp,HR,Product Manager,EMPIN00006012,cff36fd04d63e9a2,3c36ebf311139874,ishaan3109@paytm,a89fba1bfd31bcaf,3db8579b53abf6b9,CMPIN00257,India4719 Limited,India4719,BR,86101,UP,UP;GJ;BR;ML;SK;JH;MH;DL;LA;RJ;MN;JK;AN,13,N,Multi-region footprint
EMPIN00006119,Tanvi Kulkarni,1968-04-23,Prefer not to say,tanvi.kulkarni.empin00006119@india3303.in,+91-9068500195,City_GJ_203,GJ,735587,2018-12-01,Active,Full-time,Data,Software Engineer,EMPIN00006014,d479da901da272c4,85ad3ace1360667a,tanvi4185@oksbi,8c460883f2671b5a,491d19233b594ca7,CMPIN00241,India3303 Limited,India3303,OD,49300,UP,UK;AR;PY;AN;DN;TS;UP;LA;TN;MN;KL;GA;GJ;JK,14,N,Multi-region footprint
EMPIN00006120,Priya Mahajan,1999-07-05,Prefer not to say,priya.mahajan.empin00006120@india4192.in,+91-7496394948,City_GJ_225,GJ,282443,2015-08-05,Active,Full-time,Operations,Data Analyst,EMPIN00006001,ee83c04250eaf956,e565e7ec59afaa24,priya9564@okaxis,ad869a7d8d59c032,758e1205b4d049d5,CMPIN00211,India4192 Limited,India4192,AS,62011,MH,DL;PB;LD;TR;CG;AR;BR;TN;GJ;MZ;KA;DN;MH;CH;UP,15,N,Multi-region footprint
EMPIN00006121,Nisha Qureshi,1988-04-01,Non-binary,nisha.qureshi.empin00006121@india9509.in,+91-9203755892,City_GJ_276,GJ,254641,2010-01-20,Active,Intern,Data,Account Executive,EMPIN00006003,adf6b8d04db71ced,31117c0b0f1d68c1,nisha2267@okyesbank,efc42cd45244b657,bc85b547e1b36380,CMPIN00206,India9509 Limited,India9509,AS,62011,JK,JK;AP;HP;GA;GJ;BR;AR;MP;KA;HR,10,N,Multi-region footprint
EMPIN00006122,Isha Shetty,1988-01-28,Self-describe,isha.shetty.empin00006122@india2915.in,+91-7861261582,City_GJ_60,GJ,833530,2017-05-11,Leave,Full-time,Data,Account Executive,EMPIN00006030,4730086444344a41,dd9c9e4394a68740,isha7950@ibl,c35608a331640fcb,7c8fde691925bc1d,CMPIN00260,India2915 Limited,India2915,AR,56101,UP,GJ;SK;LA;LD;UP;KL;BR;RJ,8,N,Multi-region footprint
EMPIN00006123,Aarav Bhat,1965-10-25,Male,aarav.bhat.empin00006123@india9154.in,+91-8885750268,City_GJ_154,GJ,130668,2021-12-12,Active,Full-time,HR,Security Analyst,EMPIN00006022,f620affc93e5a4ab,b694ad6204acacbd,aarav2653@okyesbank,ecf498311e8b7cbc,2d1fb45b6f917b93,CMPIN00279,India9154 Limited,India9154,UK,86101,JK,DN;KL;MZ;CH;GA;WB;MH;GJ;AP;SK;JK,11,N,Multi-region footprint
EMPIN00006124,Sai Das,1990-04-24,Female,sai.das.empin00006124@india5363.in,+91-9909548164,City_GJ_304,GJ,516488,2017-06-03,Active,Full-time,Engineering,Sales Development Rep,EMPIN00006014,4e456704733e2f6d,7565a9192c9f7aab,sai2245@okicici,1a5b2a44a05ffc17,a02ef3026424f1c0,CMPIN00263,India5363 Limited,India5363,TS,47110,TS,NL;KL;LA;UP;LD;PB;GJ;AS;SK;CH;HP;TS;GA;KA,14,N,Multi-region footprint
EMPIN00006125,Arnav Ali,1959-04-12,Prefer not to say,arnav.ali.empin00006125@india6051.in,+91-8392523745,City_GJ_274,GJ,891225,2016-11-12,Active,Full-time,Customer Support,QA Engineer,EMPIN00006019,a7ed463bc2a16add,11787e634adba80c,arnav6729@ibl,398c5b71cd793979,51dcb717594bafd9,CMPIN00297,India6051 Limited,India6051,RJ,80100,DL,KL;CG;JK;NL;PY;TS;AN;DL;GJ;GA;TR;TN;AP;LA,14,N,Multi-region footprint
EMPIN00006126,Anika Reddy,1972-08-16,Male,anika.reddy.empin00006126@india3522.in,+91-7693527301,City_GJ_291,GJ,178158,2022-06-14,Terminated,Contractor,Data,Sales Development Rep,EMPIN00006017,67d7493d1c2accdc,5a41df79958663a1,anika1326@okhdfcbank,e6ce6c8574a35d04,70d0d56e6f2852bc,CMPIN00162,India3522 Limited,India3522,CH,61100,MZ,AR;UP;GJ;KL;TN;KA;LA;OD;MZ;TS;GA;ML;PY;LD,14,N,Multi-region footprint
EMPIN00006127,Ishaan Kumar,1973-01-25,Female,ishaan.kumar.empin00006127@india3522.in,+91-6024384235,City_GJ_326,GJ,565665,2023-10-07,Active,Full-time,Engineering,Customer Support Specialist,EMPIN00006005,4cc11c5c91fa1439,5f3d9db97ee139e8,ishaan1952@okhdfcbank,556955bdf7471a0d,78b81fb78b897f9c,CMPIN00162,India3522 Limited,India3522,CH,61100,MZ,AR;UP;GJ;KL;TN;KA;LA;OD;MZ;TS;GA;ML;PY;LD,14,N,Multi-region footprint
